TRUE,5.01881E+17,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL"
TRUE,5.2504E+17,"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL"
non-rumor,7.59653E+17,poll: five percent of americans would vote harambe the dead ape for president URL URL
FALSE,5.53169E+17,banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL
FALSE,5.72002E+17,now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL
FALSE,5.30017E+17,"breaking: huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair, #saudiarabia. URL"
non-rumor,6.93102E+17,"uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror URL"
non-rumor,6.92708E+17,breaking news: u.s. detects activity in north korea suggesting plans toward space launch
non-rumor,6.93934E+17,"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. URL"
FALSE,5.71053E+17,do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL
unverified,5.43436E+17,obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL
non-rumor,6.8953E+17,colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict URL
non-rumor,6.913E+17,fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL
TRUE,5.28238E+17,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL"
non-rumor,6.74714E+17,#ceres captured by dawn spacecraft. check out those bright spots! video: URL URL
unverified,5.00378E+17,"#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: URL URL"
unverified,6.50952E+17,pathetic little twat can’t wait to argue over 5p bag charge URL URL
TRUE,4.07214E+17,r.i.p paul walker.... he died doing what he loved... and that's going fast. URL
FALSE,4.28366E+17,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.
FALSE,5.70406E+17,"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL"
unverified,5.22454E+17,passenger wears personal protective equipment (ppe) for flight at dulles #ebola URL URL
unverified,5.80325E+17,"flight #4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. URL"
non-rumor,6.898E+17,"gop strategist says trump supporters are ""childless single men who masturbate to anime"" URL URL"
TRUE,5.24931E+17,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL
TRUE,4.07198E+17,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL"
non-rumor,6.9349E+17,"baseball players had ""fight club"" at texas high school, investigation finds: URL URL"
FALSE,3.66026E+17,japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL
non-rumor,7.67301E+17,"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher URL"
non-rumor,6.86528E+17,"rip david bowie. can we also rip the ""battle with cancer"" cliche? implies you've ""lost"" the battle, as if you didn't fight hard enough."
non-rumor,7.64158E+17,young people have the power and potential to change the world. happy #youthday! URL URL
TRUE,5.14099E+17,breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc
unverified,5.22684E+17,isis militants are beheading their own fighters URL URL
non-rumor,7.65631E+17,good news: 185 businesses answered @potus's call to give americans with a criminal record a fair chance at a future. URL
FALSE,4.89975E+17,ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL
TRUE,5.36105E+17,"a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL"
FALSE,5.09152E+17,calm yourselves- durex has not come out with a pumpkin spice condom URL URL
TRUE,4.07182E+17,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows URL URL"
non-rumor,6.87632E+17,#oscarnoms: nominations for best picture URL URL
TRUE,4.07182E+17,paul walker's co-stars take to twitter to share their condolences following his death URL #rippaulwalker #teampw
TRUE,5.36963E+17,that powerful letter from lego to parents from the 1970s? it's real URL URL
FALSE,5.54656E+17,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. URL
FALSE,4.36157E+17,"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL"
unverified,5.50175E+17,😔😔😔 “@buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL ”
TRUE,5.51121E+17,"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL"
TRUE,5.24966E+17,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL"
TRUE,5.10909E+17,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL
FALSE,5.6858E+17,macklemore announced today that he has joined isis.
unverified,7.63739E+17,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... URL
unverified,5.31499E+17,isis confirms: leader al-baghdadi wounded in u.s. airstrike URL URL
unverified,7.57367E+17,"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL"
non-rumor,6.92358E+17,neurotic woman turns to neurotic friends for support URL URL
TRUE,5.24928E+17,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown."
unverified,5.00414E+17,"remarkably, despite the military-style police presence in #ferguson, a known killer was able to skip town URL"
TRUE,5.54723E+17,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL"
unverified,7.56282E+17,"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL"
non-rumor,6.7038E+17,they left syria in 2013 for a camp in jordan and arrived in detroit last week. their story URL URL
non-rumor,6.92134E+17,man at salad bar has to say every item aloud as he adds it to salad URL URL
TRUE,5.17051E+17,"colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL"
unverified,5.53538E+17,"more: france: shooting, hostage-taking at kosher market in paris; several reported wounded: URL"
TRUE,5.27308E+17,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL
TRUE,5.24958E+17,"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL"
TRUE,4.07217E+17,"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL"
unverified,5.50004E+17,"transgender teen pleads for us to ""fix society"" in tumblr suicide note: URL URL"
TRUE,4.07176E+17,"the last photo of paul walker, taken just before the crash that killed him. rip URL"
FALSE,5.21728E+17,someone spray painted a penis on a $2.4 mill bugatti URL
unverified,5.16728E+17,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson URL URL"
TRUE,5.22321E+17,texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL
unverified,5.16424E+17,"beautiful global solidarity in #hongkong where protesters are marching with ""hands up, don't shoot"" gesture #ferguson URL"
non-rumor,6.93605E+17,"look at this stage, this is what we talk about when we talk about diversity.  #sagawards URL"
TRUE,5.51107E+17,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL"
FALSE,4.89855E+17,"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL"
unverified,7.16461E+17,.@berniesanders is pulling magic tricks out of a hat in nevada. we just officially won! URL
FALSE,5.531E+17,banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL
TRUE,4.07279E+17,fast & furious franchise responds to paul walker's death: URL URL
non-rumor,6.93524E+17,ben simmons could be 1st sec player since shaq to average a 20-10. t-minus 2 hours till he faces no. 1 ou on espn. URL
TRUE,4.27846E+17,marlboro man dies of smoking-related disease URL URL
TRUE,5.24978E+17,shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews
FALSE,5.23536E+17,"currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson!!!!!! cars are turning around! #fergusonoctober"
FALSE,3.51767E+17,expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL
FALSE,3.26137E+17,a photo of black nurses saving the life of a kkk member. URL
unverified,7.45236E+17,the big one: 'large scale motion' detected along san andreas fault URL URL
non-rumor,6.92582E+17,icymi: mammoth bones from the ice age were unearthed at oregon state's football stadium. URL URL
FALSE,4.55525E+17,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!
FALSE,5.14513E+17,don't put your iphone 6 in your pocket y'all URL URL
non-rumor,6.87632E+17,#oscarnoms: nominations for best actress in a leading role URL URL
non-rumor,7.67069E+17,older brother of syrian boy in iconic image dies of injuries from airstrike on family home. URL URL
FALSE,5.19966E+17,a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL
non-rumor,6.88097E+17,".@potus's favorite movie of the year? hint: he loves saying ""science the heck out of this thing"" #youtubeasksobama URL"
non-rumor,7.67356E+17,"amid the chaos of winning gold, @neymarjr found a moment with his son. URL"
FALSE,5.32259E+17,"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts: URL URL"
TRUE,5.1411E+17,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL"
unverified,7.29647E+17,leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error URL URL
unverified,7.26443E+17,"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. URL"
unverified,5.16346E+17,hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. URL
unverified,5.53501E+17,"#charliehebdo suspects ""prepared to die as martyrs"", they tell police after making contact - french media URL"
non-rumor,6.9067E+17,.@potus in the oval office on a snowy afternoon at the white house. URL
non-rumor,6.92817E+17,"this doesn't help our score, @ianmckellen! are you team #batman or team #superman? let us know with '#empirebvs'. URL"
unverified,5.3801E+17,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL
unverified,5.35283E+17,"fuck you in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex."
TRUE,5.14099E+17,"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news"
TRUE,5.52499E+17,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
unverified,7.27967E+17,.@caitlyn_jenner will reportedly pose nude for sports illustrated URL URL
FALSE,4.89799E+17,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL
TRUE,5.14039E+17,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL"
TRUE,5.09464E+17,"report: microsoft trying to buy mojang, creators of minecraft URL"
FALSE,4.89795E+17,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL
FALSE,5.4751E+17,peek behind the curtain of our save the americans video. URL
unverified,7.15672E+17,☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!
non-rumor,6.93899E+17,"officials say at least 86 people died in the latest attack by nigeria's homegrown islamic extremists, boko haram URL"
unverified,5.53518E+17,more: official: french terror suspects want to be martyrs; are holed up with hostage north of paris: URL
non-rumor,6.89923E+17,"yes, trump really said, ""the whites don't get any nominations"" at the bet awards: URL URL"
non-rumor,6.91633E+17,unpopular police officer thinking about committing racially motivated offense for a little support URL
TRUE,5.32198E+17,sugarhill gang's big bank hank dies -- dead at 57 from cancer URL
FALSE,5.04479E+17,"report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion: URL"
FALSE,5.16856E+17,leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.
unverified,6.56362E+17,well done scotland! 5p carrier bag charge 1 yr old today - 80% cut in usage - 650m less bags -£6.7m for good causes. URL
FALSE,5.39255E+17,@jjauthor @fingersflying @peddoc63 @chucknellis @waynebogda what happens to witnesses! URL URL
unverified,7.14561E+17,"letter to trump voters from his top strategist-turned-defector - i don’t know if this is real, but it’s believable. URL"
FALSE,5.01785E+17,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL
non-rumor,6.89834E+17,it's official. 2015 was officially the hottest year ever. and 2016 will be even hotter URL URL
FALSE,4.89902E+17,update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL
FALSE,4.912E+17,who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: URL URL
TRUE,5.34205E+17,disease spread by bugs that bite your face as you sleep is found in the us URL URL
FALSE,5.26459E+17,judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL
non-rumor,6.91977E+17,a rare white giraffe has been spotted in tanzania... perhaps the only one in the world. URL URL
TRUE,5.52458E+17,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
unverified,7.22886E+17,"a new transgender bathroom policy at @target is real, and it's fabulous: URL URL"
TRUE,5.25041E+17,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL"
unverified,7.06934E+17,bernie sanders speaking about institutional racism 👏🏽🙌🏽 URL
unverified,5.0361E+17,suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL
FALSE,5.44699E+17,"the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL"
unverified,5.0029E+17,here's the police report. somehow #ferguson cops valued a box of swishers at nearly $50. time to stop smokin i guess URL
unverified,7.14756E+17,donald spunktrumpet's former communications director stephanie cegielski has resigned and written this - URL
FALSE,5.32256E+17,#dointoomuch rt @dahndahlas: @jemelehill a chick-fil-a manager banned slang at his location. URL URL
non-rumor,6.93118E+17,"after 40-year ban, u.s. starts exporting crude oil URL URL"
FALSE,5.09078E+17,#muslim arrested in #texas today with #isis flag on body armor URL
unverified,5.53165E+17,the #charliehebdo attack suspects have reportedly fired shots while robbing a petrol station URL URL
FALSE,5.34763E+17,"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL"
TRUE,4.07185E+17,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL"
unverified,5.31544E+17,"islamic state leader al-baghdadi wounded in airstrikes, iraqi officials say URL #isis URL"
TRUE,5.24962E+17,"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont."
unverified,5.31193E+17,breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul URL URL
FALSE,3.77519E+17,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL
non-rumor,6.93722E+17,bbc reports that broadcaster sir terry wogan has died of cancer aged 77
unverified,7.63429E+17,breaking video : hillary surrogate calls for the assassination of julian assange. URL
non-rumor,6.88758E+17,"this is a good day. once again, we’re seeing what’s possible with strong american diplomacy. —@potus #irandeal URL"
TRUE,5.38409E+17,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL
unverified,7.52875E+17,"ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint."
unverified,7.42115E+17,a tweet from @realdonaldtrump about the #orlando shooting: URL URL
non-rumor,6.91065E+17,nyc breaks record for snowiest day in its history URL #davidsnowie #blizzard2016 URL
unverified,7.16458E+17,"bernie sanders has actually won nevada, not hillary clinton! the people have spoken! URL URL"
unverified,4.99367E+17,line of police cars with high beams on greets anyone trying to enter #ferguson. it's shut down. no media allowed. URL
unverified,7.78625E+17,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling… URL
TRUE,5.38219E+17,a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL
unverified,7.15254E+17,donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion URL URL
unverified,7.24625E+17,people are over here boycotting @target over their new transgender bathroom policy and i'm just like URL
FALSE,5.14081E+17,a florida woman had surgery to give herself a third boob: URL URL
TRUE,5.2493E+17,1 shot at war memorial in canada's capital. URL
FALSE,9.17288E+16,"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!"
non-rumor,7.67669E+17,our quote of the day is from american writer dorothy parker URL
unverified,6.55433E+17,thousands of people in china claim they have seen a 'floating city' in the sky URL
TRUE,5.36828E+17,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
non-rumor,7.67823E+17,"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states."" URL"
unverified,7.42572E+17,considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL
non-rumor,6.93796E+17,more than a million observations by amateur bird watchers helped collect data for this map URL URL
FALSE,5.2063E+17,#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL
FALSE,5.35315E+17,raven symone blasts bill cosby rape story URL URL
unverified,5.35148E+17,this russian kid got zapped by a faulty electrical wire and now he's a real-life magneto URL URL
